Комитет Жогорку Кенеша одобрил проект Закона «О внесении изменений в Закон Кыргызской Республики «О семенах» во втором чтении,22-05-2023 10:53,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84909_news_cover_photo_slider.jpeg,"Комитет по аграрной политике, водным ресурсам, экологии и региональному развитию на заседании сегодня, 22 мая, рассмотрел проект Закона Кыргызской Республики «О внесении изменений в Закон Кыргызской Республики «О семенах» во втором чтении.Инициатор - Председатель Кабинета министров.Как отметил заместитель министра сельского хозяйства Кыргызской Республики Нурдин Алишеров, проект закона предусматривает изменения в законодательстве, касающемся семенного материала и семенной продукции, с целью обеспечения качества и безопасности семян.В проекте закона предложено внести изменения в различные статьи Закона Кыргызской Республики «О семенах», включая статьи, определяющие понятия и термины, требования к семенной продукции, порядок ее ввоза, сертификации и регистрации, а также поправки редакционного характера.Комитет обсудил проект закона и выразил свою поддержку внесению изменений в законодательство в области семеноводства и семенной продукции, с целью улучшения качества и безопасности семян и поддержки развития сельского хозяйства.Отдел по работе с общественностью и СМИ"
Депутаты Аида Исатбек кызы и Дастан Бекешев приняли участие в международном форуме «Санкт-Петербург – парламентская столица Содружества»,20-05-2023 18:40,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84899_news_cover_photo_slider.jpg,"Депутаты Жогорку Кенеша Кыргызской Республики Аида Исатбек кызы и Дастан  Бекешев приняли участие в международном форуме «Санкт-Петербург – парламентская столица Содружества», приуроченном к 320-летию Санкт-Петербурга, который был проведен Межпарламентской Ассамблеей СНГ совместно с Правительством Санкт-Петербурга и Законодательным Собранием Санкт-Петербурга.Форум развернулся на трех площадках: штаб-квартире МПА СНГ – Таврическом дворце, Законодательном собрании Санкт-Петербурга и Российском государственном педагогическом университете им. А.И. Герцена.Пленарное заседание форума «Санкт-Петербург – парламентская столица Содружества», приуроченного к 320-летию Санкт-Петербурга, прошло в Таврическом дворце.Обращение к участникам направила Председатель Совета Федерации Федерального Собрания Российской Федерации, Председатель Совета МПА СНГ Валентина Матвиенко. В ходе круглого стола были обсуждены особенности работы органов местной представительной власти, положение соотечественников за рубежом и необходимость создания единых подходов к регулированию их правового положения.Также основными предложениями стали: развитие модельного и национального законодательства в сфере межрегионального приграничного сотрудничества государств СНГ, поддержка инициативы по созданию под эгидой Содружества международной организации по поддержке и продвижению русского языка и размещение ее штаб-квартиры в Санкт-Петербурге, формирование на пространстве СНГ общих подходов в правовом регулировании политики в отношении соотечественников в формате модельного законодательного акта.19 мая в штаб-квартире МПА СНГ состоялось заседание круглого стола «Институт парламентаризма в условиях глобальных трансформаций». Открыл заседание заместитель Председателя Совета Федерации Федерального Собрания Российской Федерации, заместитель председателя Постоянной комиссии МПА СНГ по политическим вопросам и международному сотрудничеству Константин Косачев.В работе круглого стола приняли участие парламентарии Азербайджана, Армении, Беларуси, Казахстана, России, Таджикистана, представители международных парламентских организаций — партнеров МПА СНГ, научного и студенческого сообщества. В завершении пленарного заседания  большинство предложений по итогам круглых столов нашло свое отражение в итоговой резолюции форума.Отдел по работе с общественностью и СМИ"
Торага Нурланбек Шакиев встретился с Председателем Комитета Парламента Великобритании Алисией Кернс,19-05-2023 16:54,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84842_news_cover_photo_slider.jpg,"Сегодня, 19 мая, состоялась встреча Торага Жогорку Кенеша Кыргызской Республики Нурланбека Шакиева с Председателем Комитета по иностранным делам Парламента Великобритании Алисией Кернс.На встрече обсуждались вопросы наращивания политико-экономических, культурно-гуманитарных связей между Кыргызстаном и Великобританией, а также состоялся обмен мнениями по расширению межпарламентского сотрудничества.Торага Нурланбек Шакиев, говоря о 30-летии установления дипломатических отношений между двумя странами в прошлом году, отметил, что достигнутые за этот период успехи не отражают реальные возможности.«В этой связи нам необходимо сосредоточить усилия на укреплении двусторонего сотрудничества, реализации  торгово-экономического и инвестиционного потенциала. Кыргызстан заинтересован в сотрудничестве с британскими бизнесменами в сферах энергетики, добычи полезных ископаемых и туризма», - сказал он.Наряду с этим Торага сообщил, что граждане Кыргызстана успешно учатся в ведущих высших учебных заведениях Соединенного Королевства и предложил в рамках развития сотрудничества в образовательной сфере увеличить количество квот для студентов. Он также коснулся необходимости продолжения деятельности по трудоустройству кыргызстанцев в Великобритании.Кроме того, Нурланбек Шакиев, обозначил необходимость укрепления межпарламентских связей, в том числе по линии профильных комитетов и депутатских Групп дружбы парламентов двух стран. В свою очередь Алисия Кернс сообщила, что с момента своего избрания Председателем Комитета по иностранным делам Парламента Великобритании она сосредоточила внимание на расширении сотрудничества со странами Центральной Азии, в том числе с Кыргызстаном, подчеркнув значимость всех вопросов, поднятых в ходе встречи. Среди них она отметила, что увеличение объема торговли является приоритетом для обоих государств, добавив, что Кыргызстан имеет много преимуществ для экспорта производимой в стране продукции в Великобританию. Отметим, что во встрече также участие приняли председатель Комитета по международным делам, обороне, безопасности и миграции Жогорку Кенеша Кыргызской Республики Улан Примов, руководитель депутатской группы дружбы Жогорку Кенеша Кыргызской Республики по сотрудничеству с Великобританией Жанарбек Акаев.Отдел по работе с общественностью и СМИ"
Председатель Комитета по международным делам Улан Примов встретился с Послом Ирана в Кыргызстане Саидом Харази,19-05-2023 16:22,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84835_news_cover_photo_slider.jpg,"Председатель Комитета по международным делам, обороне, безопасности и миграции Жогорку Кенеша Кыргызской Республики Улан Примов сегодня, 19 мая, встретился с Чрезвычайным и Полномочным послом Исламской Республики Иран в Кыргызской Республике Саидом Харази.Состоялся обмен мнениями по широкому спектру вопросов повестки дня кыргызско-иранского сотрудничества, в том числе выражена взаимная заинтересованность в углублении межпарламентского взаимодействия, а также в продолжении взаимодействия в торгово-экономической и инвестиционной сферах.Председатель комитета по международным делам Улан Примов отметил, что Кыргызстан придает приоритетное внимание поддержанию и углублению двусторонних отношений с Ираном. «Уверен, что наши отношения и дальше будут плодотворными, основанными на дружбе и взаимном уважении», - сказал У.Примов, остановившись на позитивных событиях двустороннего сотрудничества.Далее Председатель комитета выразил заинтересованность кыргызской стороны в дальнейшем укреплении двустороннего торгово-экономического и инвестиционного взаимодействия. «В этом направлении хотелось бы подчеркнуть важность деятельности совместной кыргызско-иранской Межправительственной комиссии по торгово-экономическому и культурно-гуманитарному сотрудничеству», - добавил парламентарий.Кроме того, говоря о сотрудничестве в рамках Шанхайской организации сотрудничества, отметив, что в результате плодотворного сотрудничества на Саммите ШОС в Душанбе 17 сентября 2021 года было принято решение о начале процедуры принятия Ирана в ШОС, а затем в 2022 году на Саммите, состоявшемся в Самарканде в сентябре, был подписан Меморандум об обязательствах Ирана в целях получения статуса государства-члена организации. «Проект Закона КР «О ратификации Меморандума об обязательствах Исламской Республики Иран в целях получения статуса государства-члена Шанхайской организации сотрудничества, подписанного 16 сентября 2022 года в городе Самарканд в ближайшее время будет рассмотрен в Жогорку Кенеше», - сказал У.Примов.В свою очередь Чрезвычайный и Полномочный посол Исламской Республики Иран Саид Харази подчеркнул, что Иран высоко ценит кыргызско-иранское сотрудничество и выразил заинтересованность в активизации всестороннего взаимодействия с Кыргызской Республикой.В частности, дипломат подчеркнул важность наращивания межпарламентского диалога, а также торгово-экономического сотрудничества и установления прямых контактов между предпринимателями двух стран, говоря о том, что в этом направлении имеется большой потенциал.Отдел по работе с общественностью и СМИ"
Профильный комитет провел круглый стол по обсуждению законопроекта «О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере административной юстиции и исполнительного производства»,19-05-2023 16:13,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84831_news_cover_photo_slider.jpg,"Комитет по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша при поддержке Программы GIZ «Содействие правовой государственности в странах Центральной Азии» 19 мая  провел круглый стол по обсуждению проекта Закона Кыргызской Республики «О внесении изменений в некоторые законодательные акты Кыргызской Республики в сфере административной юстиции и исполнительного производства». В работе круглого стола участие приняли депутаты Жогорку Кенеша, представители государственных органов, адвокатуры, в том числе, юристы и международные эксперты.В ходе обсуждения были рассмотрены предлагаемые изменения в Закон Кыргызской Республики «Об основах административной деятельности и административных процедурах», Административно-процессуальный кодекс Кыргызской Республики, Гражданский процессуальный кодекс Кыргызской Республики, Закон Кыргызской Республики «О государственной гражданской и муниципальной службе» и Закон Кыргызской Республики «О статусе судебных исполнителей и об исполнительном производстве». Участники круглого стола проанализировали и обсудили  текущую ситуацию, существующие проблемы и перспективы дальнейшего развития административной юстиции и исполнительного производства в Кыргызской Республике. По итогам круглого стола всем участникам было предложено направить свои замечания и предложения в письменной форме в адрес Комитета для дальнейшей работы над проектом закона.Отдел Комитета по конституционному законодательству, государственному устройству, судебно-правовым вопросам и Регламенту Жогорку Кенеша"
В Жогорку Кенеше состоялся двухдневный семинар на тему: «Законотворческий процесс в Кыргызской Республике»,19-05-2023 15:17,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84812_news_cover_photo_slider.JPG,"В Жогорку Кенеше Кыргызской Республики 18-19 мая 2023 года состоялся двухдневный семинар на тему: «Законотворческий процесс в Кыргызской Республике». Обучающий курс организован Центром развития парламента и демократии при Жогорку Кенеше при поддержке Программного офиса ОБСЕ в Бишкеке в рамках проекта по укреплению демократического управления. Целью семинара является повышение потенциала сотрудников Аппарата Жогорку Кенеша Кыргызской Республики в вопросах разработки законопроектов.Открывая семинар, первый заместитель Руководителя Аппарата Жогорку Кенеша Алайбек Алымбаев отметил, что разработка и принятие законов должны адекватно и своевременно отвечать политическим и социально-экономическим потребностям общества. Необходимо постоянно повышать потенциал Аппарата Жогорку Кенеша в законотворческой работе. Как известно, основная задача законов - защита прав и свобод человека и обеспечение их благополучия. В связи с этим особое внимание необходимо уделить разработке законопроектов, проведению экспертизы, анализу, исследованию, общественному обсуждению, применению законодательной техники, использованию цифровых технологий.Директор Центра развития парламента и демократии Бактыбек Такенов информировал присутствующих о том, что в рамках сотрудничества с Программным офисом ОБСЕ проведено исследование по оценке потребностей сотрудников Аппарата Парламента в обучении, по результатам которого формируется План обучения. В частности будут проводиться обучающие курсы, развивающие профессиональные компетенции депутатов и сотрудников Аппарата Жогорку Кенеша, направленные на реализацию законодательной, представительской и контрольной функций парламента. Поскольку качество принимаемых Жогорку Кенешем решений напрямую зависит от каждого сотрудника Аппарата, а также выразил уверенность, что участники обучающего курса полученные знания будут использовать на практике.В свою очередь, Национальный программный советник Программного офиса ОБСЕ в Бишкеке Гульжамал Токомбаева отметила, что данный двухдневный учебный курс посвящен повышению знаний одной из трех основных функций Жогорку Кенеша, а именно законодательной деятельности парламента. Сотрудники Аппарата Жогорку Кенеша являются не только носителями институциональной памяти, но и являются теми компетентными и профессиональными знатоками своего дела, которые участвуют в самом начале законодательного процесса.В качестве тренера семинара выступила независимый эксперт, юрист Общественного фонда «Правовая клиника «Адилет» Аида Курманбаева.По итогам обучения участникам семинара были вручены сертификаты.Отдел по работе с общественностью и СМИ                                  "
Парламентская фракция «Ата-Журт Кыргызстан» заслушала информацию о состоянии  государственных предприятий,19-05-2023 15:04,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84850_news_cover_photo_slider.jpeg,"Парламентская фракция «Ата-Журт Кыргызстан» сегодня, 19 мая заслушала информацию о состоянии  государственных предприятий, акционерных обществ  с контрольным государственным пакетом акций и эффективности использования национализированных объектов. В работе заседания участие приняли представители государственных предприятий и акционерных обществ с государственной долей участия.Информацию по данному вопросу представил директор Государственного агентства по управлению государственным имуществом при Кабинете Министров Кыргызской Республики Канатбек Тургунбеков. Он рассказал об основных направлениях деятельности Государственного агентства по управлению государственным имуществом.В ходе обсуждения депутаты Мейкинбек Абдалиев, Шайлообек Атазов подняли вопросы о рентабельности государственных предприятий и акционерных обществ с государственной долей участия. Депутат Кундузбек Сулайманов обозначил вопрос о 105 конфискованных объектах. «Конфискованные объекты покрыли ущерб государству?», -спросил он.Депутаты Таалайбек Сарыбашов, Улан Примов  обратили внимание на механизмы проведения онлайн-аукционов на портале «Электронная торговая площадка». Касаясь данного вопроса, депутат Улан Примов отметил, что из 967 заявленных онлайн-аукционов состоялись всего 154, однако, затем были заключены 749 договоров. Представители Государственного агентства по управлению государственным имуществом отметили, что на  портале «Электронная торговая площадка» были технические неполадки, которые на сегодняшний день устранены.Депутат Алишер Козуев считает, что в системе управления государственным имуществом необходимы преобразования. «Государственные предприятия и акционерные общества с государственной долей участия должны работать на благо государства, нельзя допускать их банкротства», -подчеркнул он.Депутат Камила Талиева обратила внимание на состояние государственных курортно-санаторных объектов, а также затронула вопросы о деятельности Государственной лотерейной компании. Депутаты Надира Нарматова, Джамиля Исаева обозначили вопросы о национализированных объектах на основании декретов Временного правительства в 2010 году. Депутат Медербек Саккараев отметил, что необходимо в корне менять систему управления государственным имуществом, добавив вопрос о состоянии отеля «Ак-Кеме». Депутат Жаныбек Кыдыкбаев поднял вопрос о деятельности ОАО «Международный аэропорт «Манас», обратив внимание на аэропорты в Тамчи и Караколе. Лидер парламентской фракции «Ата-Журт Кыргызстан» Бактыбек Сыдыков подчеркнул, что основная задача Государственного агентства по управлению государственным имуществом – это эффективное управление государственным имуществом. Он особое внимание обратил на нерентабельные предприятия, добавив, что каждое министерство открывает свое государственное предприятие. «Управлять государственным имуществом должен один государственный орган»,-подчеркнул Бактыбек Сыдыков.Отдел по работе с общественностью и СМИ"
Торага Нурланбек Шакиев принял участие в заседании Совета ПА ОДКБ,18-05-2023 16:23,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84779_news_cover_photo_slider.jpg,"Сегодня, 18 мая, Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев принял участие в очередном заседании Совета Парламентской Ассамблеи Организации Договора о коллективной безопасности (ПА ОДКБ), которое проходит в столице Республики Беларусь – городе Минске.Выступая на заседании, Торага Нурланбек Шакиев напомнил, что в январе текущего года председательство в Организации Договора о коллективной безопасности передано Республике Беларусь, отметив, что со своей стороны Кыргызстан готов содействовать успешной реализации предстоящего плана мероприятий.При этом он отметил, что прошло уже более 15-лет с момента создания Парламентской ассамблеи – органа межпарламентского сотрудничества ОДКБ и подчеркнул необходимость дальнейшего развития отношений в сфере коллективной безопасности.Кроме того, Нурланбек Шакиев обозначил, что Кыргызская Республика придает большое значение укреплению потенциала ОДКБ. «Очевидно, что современные вызовы и угрозы негативно сказываются на межгосударственных политико-экономических связях. В этой связи наиболее актуальным представляется поиск компромиссных методов их решения, а также укрепление взаимодействия в целях устранения причин возникновения проблем», - сказал он, добавив, что Кыргызстан выступает за урегулирование любых конфликтов мирным путем и дипломатическими методами.Также на заседании были обсуждены вопросы, связанные с деятельностью Ассамблеи, внесены предложения по проектам соответствующих модельных законодательных актов.Отдел по работе с общественностью и СМИ "
Депутат Жогорку Кенеша Сеидбек Атамбаев встретился с школьниками  и учителями Беш-Кунгейской средней школы имени И. Таранчиева,18-05-2023 16:18,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84769_news_cover_photo_slider.jpg,"Депутат Жогорку Кенеша Кыргызской Республики Сеидбек Атамбаев  сегодня, 18 мая встретился с школьниками  и учителями Беш-Кунгейской средней школы имени И. Таранчиева.Встреча прошла  в формате вопросов и ответов.Депутат рассказал о работе Жогорку Кенеша КР, нормотворческих процессах и депутатской деятельности. Депутат призвал школьников уважать учителей,  любить свою страну, саморазвиваться и  мечтать,  ставить цели и покорять любые вершины.  Сеидбек Атамбаев вручил учителям благодарственные письма за  добросовестный труд и большой вклад в развитие образования.Согласно программе, школьникам провели экскурсию по зданию парламента.Отдел по работе с общественностью и СМИ"
"Депутат Чингиз Айдарбеков встретился со студентами Кыргызского государственного университета им. И.Арабаева, а также учениками школы им. А. Ракымова",18-05-2023 15:39,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84707_news_cover_photo_slider.jpeg,"Сегодня, 18 мая, депутат Жогорку Кенеша Чингиз Айдарбеков встретился со студентами факультета международных отношений Кыргызского государственного университета им. И.Арабаева, а также учениками 7-8-9-11 классов средней общеобразовательной школы им. А. Ракымова Ак-Сууйского района Иссык-Кульской области.Депутат Чингиз Айдарбеков проинформировал учеников и студентов о деятельности Жогорку Кенеша Кыргызской Республики, ознакомил со структурой парламента и его основными функциями, работой комитетов и парламентских фракций, рассказал о законодательных инициативах, поделился опытом в дипломатической службе.В ходе встречи были обсуждены актуальные вопросы в сфере международных отношений, а также учениками школы были подняты вопросы выбора будущей профессии. В свою очередь, участники встречи имели возможность задать депутату интересующие их вопросы и получить на них ответы.В рамках встречи для студентов и школьников была организована экскурсия по зданию Жогорку Кенеша Кыргызской Республики.В завершение встречи депутат Чингиз Айдарбеков дал свои напутствия учащимся, призвал их ставить высокие цели и уделять внимание получению качественных знаний, а также пожелал успехов в учебе и светлого будущего.Отдел по работе с общественностью и СМИ"
Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев возложил венок к Монументу Победы в г.Минск,18-05-2023 15:17,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84759_news_cover_photo_slider.jpg,"Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев сегодня, 18 мая в рамках визита в г.Минск совместно с главами парламентских делегаций государств-членов ПА ОДКБ возложил венок к Монументу Победы и почтил память воинов, погибших в Великой Отечественной войне.Отметим, что Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев находится в Республике Беларусь для участия в заседании Совета Парламентской Ассамблеи Организации Договора о коллективной безопасности. В ходе заседания планируется обсуждение основных вопросов Ассамблеи.Отдел по работе с общественностью и СМИ "
Торага Нурланбек Шакиев встретился с Президентом Республики Беларусь Александром Лукашенко,18-05-2023 15:05,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84689_news_cover_photo_slider.jpg,"Сегодня, 18 мая, Торага Жогорку Кенеша Кыргызской Республики Нурланбек Шакиев встретился с Президентом Республики Беларусь Александром Лукашенко.В мероприятии, проходившем во Дворце Независимости, также участвовали председатели парламентов государств-членов Парламентской ассамблеи Организации Договора о коллективной безопасности.В ходе встречи обсуждено текущее состояние и перспективы развития Организации Договора о коллективной безопасности, обозначена высокая роль парламентов в расширении сотрудничества.Также Президент Республики Беларусь Александр Лукашенко поделился своими предложениями по совершенствованию работы Парламентской ассамблеи. Среди них он сосредоточился на разработке модельных законов в сфере обороны и безопасности.Наряду с этим Александр Лукашенко заявил, что участие миссии Парламентской ассамблеи в качестве наблюдателей в избирательных кампаниях, проводимых в государствах-членах организации, имеет особое значение и добавил необходимость наращивания социально-экономических и культурно-гуманитарных связей.Отдел по работе с общественностью и СМИ"
Лидер фракции «Ата-Журт Кыргызстан» Бактыбек Сыдыков встретился с директором представительства Национального демократического института в Кыргызстане Дэном Редфордом,18-05-2023 14:49,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84677_news_cover_photo_slider.jpg,"Лидер парламентской фракции «Ата-Журт Кыргызстан» Бактыбек Сыдыков сегодня, 18 мая встретился с директором представительства Национального демократического института  (NDI) в Кыргызстане Дэном Редфордом.На встрече обсуждены вопросы в сфере дальнейшего укрепления сотрудничества между Жогорку Кенешем и Национальным демократическим институтом.Бактыбек Сыдыков рассказал о деятельности и позиции фракции «Ата-Журт Кыргызстан», выразив готовность к сотрудничеству с представительством Национального демократического института  в Кыргызстане. Он подчеркнул, что фракция «Ата-Журт Кыргызстан» определила ряд приоритетных направлений, на основании которых будет разработан стратегический план работы на 2025-2026 годы.Директор представительства Национального демократического института Дэн Редфорд заявил, что данная встреча важна, поскольку в эти дни организация готовит свой план работы и взаимодействия с парламентом. Он выразил готовность NDI к сотрудничеству с парламентской фракцией «Ата-Журт Кыргызстан» и Жогорку Кенешем.Отдел по работе с общественностью и СМИ "
Депутаты в ходе рассмотрения вопроса «разное» обратили внимание на социальные проблемы,18-05-2023 13:00,http://kenesh.kg/uploads/media/news_cover_photo/0001/85/thumb_84675_news_cover_photo_slider.jpg,"На заседании Жогорку Кенеша сегодня, 18 мая, в ходе рассмотрения вопроса «разное» подняли вопросы социально-экономического характера.В частности депутат Нилуфар Алимжанова обозначила необходимость открытия ЦОН в селе Жаны-Ноокат Ноокатского района, где проживает более 30 тыс. человек. Как она отметила, помещение имеется.Депутат Гуля Кожокулова озвучила обращение соотечественников из России, о том, что на российском сайте «Avito.ru» размещено объявление о предоставлении услуг «под ключ» по получению гражданства Кыргызской Республики. «Получается, что наше гражданство продается, где наши спецслужбы, почему не отслеживаются эти вопросы», - задалась вопросом она.Депутат Арсланбек Малиев акцентировал внимание на отсутствие ФАП в селе Ак-Шыйрак Джети-Огузского района. Он просил обеспечить село штатной единицей медработника. Кроме этого, он указал на низкие заработные платы сотрудников ГП «Кыргызпочтасы».Депутат Улугбек Ормонов отметил, что в рамках выездного заседания парламентской фракции «Ишеним» 12 мая в г. Балыкчы, были подняты три основные проблемы. «Это расширение границ и территории города Балыкчы. Второй вопрос касается переноса нефтебазы, которая находится в центре города. Третий вопрос относительно строительства школы им.Абдылдаева, которое было начато в 2018 году, в этом году выделено всего 5 млн сомов», - сказал депутат и озвучил вопросы, которые также были подняты жителями Тонского района Иссык-Кульской области. Отдел по работе с общественностью и СМИ"
